Name,Description,Letter,Tier,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons,ExclusiveUser1,ExclusiveUser2,ExclusiveUser3
Distant Counter,Enables unit to counterattack regardless of distance to attacker.,A,1,dCounter,0,,,,,,,,,Any,Ranged,,,
Distant Ferocity,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Atk+5 to unit during combat.",A,2,dCounter,0,atkStance,5,,,,,,,Any,Ranged,,,
Distant Dart,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Spd+5 to unit during combat.",A,2,dCounter,0,spdStance,5,,,,,,,Any,Ranged,,,
Distant Reversal,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Def+5 to unit during combat.",A,2,dCounter,0,defStance,5,,,,,,,Any,Ranged,,,
Distant Stance,"Unit can counterattack regardless of foe's range. If foe initiates combat, grants Res+5 to unit during combat.",A,2,dCounter,0,resStance,5,,,,,,,Any,Ranged,,,
Distant Storm,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Atk+5 during combat, but after combat, if unit attacked, deals 5 damage to unit.",A,2,dCounter,0,hahaAtk,5,youch,5,,,,,Any,Ranged,,,
Distant Pressure,"Unit can counterattack regardless of foe's range. At start of combat, if unit's HP ≥ 25%, grants Spd+5 during combat, but after combat, if unit attacked, deals 5 damage to unit.",A,2,dCounter,0,hahaSpd,5,youch,5,,,,,Any,Ranged,,,
Distant A/S Solo,"Unit can counterattack regardless of foe's range. If unit is not adjacent to an ally, grants Atk/Spd+5 to unit during combat.",A,2,dCounter,0,atkSolo,5,spdSolo,5,,,,,Any,Ranged,,,
Distant D/R Solo,"Unit can counterattack regardless of foe's range. If unit is not adjacent to an ally, grants Def/Res+5 to unit during combat.",A,2,dCounter,0,defSolo,5,resSolo,5,,,,,Any,Ranged,,,
D Bonus Doubler,Unit can counterattack regardless of foe's range. Grants Atk/Spd/Def/Res+X to unit during combat (X = highest bonus on each stat between unit and allies within 2 spaces of unit; calculates each stat bonus independently).,A,2,dCounter,0,dcBonusDoubler,0,,,,,,,Armor-Cav-Fly,Ranged,,,
Close Foil,"If sword, lance, axe, bow, dagger, or beast foe initiates combat, grants Atk/Def+5 to unit during combat and unit can counterattack regardless of foe's range.",A,1,cFoil,0,,,,,,,,,Any,Melee,,,
Distant Foil,"If sword, lance, axe, bow, dagger, or beast foe initiates combat, grants Atk/Def+5 to unit during combat and unit can counterattack regardless of foe's range.",A,1,dFoil,0,,,,,,,,,Any,Ranged,,,
Close Ward,"If magic, staff, or dragonstone foe initiates combat, unit can counterattack regardless of foe's range, disables foe's skills that ""calculate damage using the lower of foe's Def or Res, and grants Atk/Res+5 to unit during combat.",A,1,cWard,0,uh that's a thing,0,,,,,,,Any,Melee,,,
Distant Ward,"If magic, staff, or dragonstone foe initiates combat, grants Atk/Res+5 to unit during combat and unit can counterattack regardless of foe's range.",A,1,dWard,0,,,,,,,,,Any,Ranged,,,
Blue Skies 1,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+2 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit; max 2; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",A,1,blueSkies,1,,,,,,,,,Inf-Armor,NotSwordLanceAxe,,,
Blue Skies 2,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+4 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2; max 4; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",A,2,blueSkies,2,,,,,,,,,Inf-Armor,NotSwordLanceAxe,,,
Blue Skies 3,"If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+6 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2; max 6; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",A,3,blueSkies,3,,,,,,,,,Inf-Armor,NotSwordLanceAxe,,,
Blue Skies 4,"Enables [Canto (2)]. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd+8 to unit, unit deals +X damage (excluding area-of-effect Specials), and reduces damage from foe's first attack by X during combat (X = number of allies within 3 rows or 3 columns centered on unit × 2, + 2; max 8; ""first attack"" normally means only the first strike; for effects that grant ""unit attacks twice,"" it means the first and second strikes).",A,4,blueSkies,4,canto2,0,,,,,,,Inf-Armor,NotSwordLanceAxe,,,
R Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Armor-Cav-Fly,Blue-Green-Colorless,,,
R Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Armor-Cav-Fly,Blue-Green-Colorless,,,
R Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Armor-Cav-Fly,Blue-Green-Colorless,,,
R Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Armor-Cav-Fly,Blue-Green-Colorless,,,
R Duel Cavalry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Fly,Blue-Green-Colorless,,,
R Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Fly,Blue-Green-Colorless,,,
R Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Fly,Blue-Green-Colorless,,,
R Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Fly,Blue-Green-Colorless,,,
R Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Cav,Blue-Green-Colorless,,,
R Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Cav,Blue-Green-Colorless,,,
R Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Cav,Blue-Green-Colorless,,,
R Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Cav,Blue-Green-Colorless,,,
B Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Armor-Cav-Fly,Red-Green-Colorless,,,
B Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Armor-Cav-Fly,Red-Green-Colorless,,,
B Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Armor-Cav-Fly,Red-Green-Colorless,,,
B Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Armor-Cav-Fly,Red-Green-Colorless,,,
B Duel Cavalry 1 ,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Fly,Red-Green-Colorless,,,
B Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Fly,Red-Green-Colorless,,,
B Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Fly,Red-Green-Colorless,,,
B Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Fly,Red-Green-Colorless,,,
B Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Cav,Red-Green-Colorless,,,
B Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Cav,Red-Green-Colorless,,,
B Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Cav,Red-Green-Colorless,,,
B Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Cav,Red-Green-Colorless,,,
G Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Armor-Cav-Fly,Red-Blue-Colorless,,,
G Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Armor-Cav-Fly,Red-Blue-Colorless,,,
G Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Armor-Cav-Fly,Red-Blue-Colorless,,,
G Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Armor-Cav-Fly,Red-Blue-Colorless,,,
G Duel Cavalry 1 ,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Fly,Red-Blue-Colorless,,,
G Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Fly,Red-Blue-Colorless,,,
G Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Fly,Red-Blue-Colorless,,,
G Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Fly,Red-Blue-Colorless,,,
G Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Cav,Red-Blue-Colorless,,,
G Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Cav,Red-Blue-Colorless,,,
G Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Cav,Red-Blue-Colorless,,,
G Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Cav,Red-Blue-Colorless,,,
C Duel Infantry 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Armor-Cav-Fly,Red-Blue-Green,,,
C Duel Infantry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Armor-Cav-Fly,Red-Blue-Green,,,
C Duel Infantry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Armor-Cav-Fly,Red-Blue-Green,,,
C Duel Infantry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Armor-Cav-Fly,Red-Blue-Green,,,
C Duel Cavalry 1 ,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Fly,Red-Blue-Green,,,
C Duel Cavalry 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Fly,Red-Blue-Green,,,
C Duel Cavalry 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Fly,Red-Blue-Green,,,
C Duel Cavalry 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Fly,Red-Blue-Green,,,
C Duel Flying 1,"Grants HP+3. If unit is 5★ and level 40 and unit's stats total less than 160, treats unit's stats as 160 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,1,HPBoost,3,,,,,,,,,Inf-Armor-Cav,Red-Blue-Green,,,
C Duel Flying 2,"Grants HP+4. If unit is 5★ and level 40 and unit's stats total less than 165, treats unit's stats as 165 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,2,HPBoost,4,,,,,,,,,Inf-Armor-Cav,Red-Blue-Green,,,
C Duel Flying 3,"Grants HP+5. If unit is 5★ and level 40 and unit's stats total less than 170, treats unit's stats as 170 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,3,HPBoost,5,,,,,,,,,Inf-Armor-Cav,Red-Blue-Green,,,
C Duel Flying 4,"Grants HP+5, Atk/Spd/Def/Res+2. If unit is 5★, level 40, a Legendary Hero or a Mythic Hero, and unit's stats total less than 175, treats unit's stats as 175 in modes like Arena. If unit is 5★, level 40, not a Legendary Hero or Mythic Hero and unit's stats total less than 180, treats unit's stats as 180 in modes like Arena. (Higher-scoring opponents will appear. Stat total calculation excludes any values added by merges and skills.)",A,4,HPBoost,5,spectrumBoost,2,,,,,,,Inf-Armor-Cav,Red-Blue-Green,,,
Dragonskin,"Neutralizes ""effective against flying"" bonuses. Grants Def/Res+4 during combat if foe initiates combat.",A,1,nullEffFly,0,defStance,4,resStance,4,,,,,Any,Any,F!Grima,,
Dragonskin II,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or if foe's HP ≥ 75% at start of combat, grants Atk/Spd/Def/Res+6 to unit during combat and neutralizes foe's bonuses (from skills like Fortify, Rally, etc.).",A,2,nullEffFly,0,dragonskin,2,,,,,,,Any,Any,F!Grima,,
Laws of Sacae,"If foe initiates combat and the number of allies within 2 spaces ≥ 2, grants Atk/Spd/Def/Res+4 during combat.",A,1,What were they cooking???,0,,,,,,,,,Any,Any,L!Lyn,,
Laws of Sacae II,"If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+6 during combat, and also, if foe uses sword, lance, axe, dragonstone, or beast damage and unit's Spd ≥ foe's Spd+5, foe cannot counterattack.",A,2,That's a bit better,0,,,,,,,,,Any,Any,L!Lyn,,
Ostian Counter,"Unit can counterattack regardless of foe’s range. If foe initiates combat, grants Atk/Def+4 during combat.",A,1,dCounter,0,atkStance,4,defStance,4,,,,,Any,Any,B!Hector,,
Scendscale,"Deals damage = 25% of unit's Atk, but after combat, if unit attacked, deals 7 damage to unit.",A,1,TrueDamageAlm,0,selfDmg,7,,,,,,,Any,Any,B!Alm,,
Ashera's Chosen,"Neutralizes ""effective against flying"" bonuses. If unit is adjacent to only beast or dragon allies or if unit is not adjacent to any ally, grants Atk/Def+6 during combat.",A,1,nullEffFly,0,chosen,1,,,,,,,Any,Any,Altina,,
Ashera's Chosen+,"Neutralizes ""effective against flying"" bonuses. If unit is adjacent to only beast or dragon allies, if unit is not adjacent to any ally, or if foe's HP ≥ 75% at start of combat, grants Atk/Def/Res+9 to unit during combat, and also, if unit's Res > foe's Res, deals damage = 70% of the difference between stats (max 7) and reduces damage from attacks during combat and from area-of-effect Specials by percentage = difference between stats x 4 (max 40%).",A,2,nullEffFly,0,newChosen,2,,,,,,,Any,Any,Altina,,
Dragoon Shield,"Neutralizes ""effective against flying"" bonuses. Grants Atk/Spd/Def+3.",A,1,nullEffFly,0,atkBoost,3,spdBoost,3,defBoost,3,,,Any,Any,CH!Minerva,,
Dragonscale,"Neutralizes ""effective against flying"" bonuses. If foe initiates combat or if foe's HP = 100% at start of combat, inflicts Atk/Res -6 on foe and grants Special cooldown charge +1 per foe's attack during combat. (Only highest value applied. Does not stack. Special coodlown charge granted even if foe's attack deals 0 damage.)",A,1,nullEffFly,0,dragonscale,0,,,,,,,Any,Any,H!F!Grima,,
Verdict of Sacae,"If unit is within 4 spaces of an ally, grants bonus to unit's Atk/Spd/Def/Res during combat = X x 4, + 4 (X = number of allies within 4 spacs; maximum bonus of +12), and also, if unit's Special is ready or unit's Special triggered before or during combat, unit deals +5 damage (excluding area-of-effect Specials), and when unit deals damage to foe during combat, restores 7 HP to unit. (Trigges even if 0 damage is dealt.)",A,1,fiyaaa,0,,,,,,,,,Any,Any,FF!Lyn,,
Dragonhide,"Neutralizes ""effective against armored"" bonuses. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Spd/Def/Res-8 on foe and grants Special cooldown charge +1 to unit per attack during combat. (Only highest value applied. Does not stack.)",A,1,nullEffArm,0,A bunch things,0,,,,,,,Any,Any,R!F!Grima,,
Duality,"Grants Atk/Res+9. Grants weapon-triangle advantage against and inflicts weapon-triangle disadvantage on red, blue, and green foes during combat. Neutralizes effects that boost values along with weapon-triangle advantage or reduce values along with weapon-triangle disadvantage (Triangle Adept) on unit and foe. At start of combat, if unit's HP ≥ 25%, unit makes a guaranteed follow-up attack during combat.",A,1,atkBoost,9,resBoost,9,Single but not alone,0,,,,,Any,Any,Arval,,
Swift Slice,"If unit initiates combat or if unit is within 2 spaces of an ally, grants Atk/Spd/Def/Res+8 to unit during combat. If unit initiates combat against a non-dragon or non-beast infantry foe and unit's Spd ≥ foe's Spd+20, grants ""effective against all weapon types"" to unit during combat. Otherwise, if unit initiates combat and unit's Spd ≥ foe's Spd+5, grants ""effective against all weapon types"" to unit during combat.",A,1,effShez,0,,,,,,,,,Any,Any,L!F!Shez,SU!F!Shez,
Self-Improver,"Grants Atk+10, Spd+5, Def+20. Inflicts Res-5. At start of combat, if unit's HP ≥ 25%, inflicts Special cooldown charge -1 on foe per attack during combat. (Only highest value applied. Does not stack.)",A,1,atkBoost,10,spdBoost,5,defBoost,20,resBoost,-5,yowzaThatsALottaStats,0,Any,Any,Alfred,,
Nightmare,"If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-10 on foe during combat and reduces damage from foe's first attack during combat by 30%. If foe initiates combat, after combat, the closest foes within 4 spaces of target who have yet to act have their actions end immediately.",A,1,nightmare,0,,,,,,,,,Any,Any,Fomortiis,,
Gift of Magic,"If unit initiates combat or foe's Range = 2, inflicts Atk/Res-10 on foe during combat, unit makes a guaranteed follow-up attack, and also, if unit receives consecutive attacks, reduces damage from foe's second attack onward by 80%. If foe with Range = 2 initiates combat and foe can make a follow-up attack, foe makes a follow-up attack before unit can counterattack.",A,1,giftOMagic,0,,,,,,,,,Any,Any,Gotoh,,
Part of the Plan,"At start of combat, if unit's HP ≥ 25%, inflicts Atk/Spd/Res-8 on foe and grants Atk/Spd/Def/Res+X during combat (X = current penalty on each of unit's stats × 2; example: if unit has -7 penalty to Atk, grants Atk+14, for a net bonus of Atk+7; calculates each stat bonus independently), and unit makes a guaranteed follow-up attack.",A,1,partODaPlan,0,,,,,,,,,Any,Any,L!M!Robin,,
Ostia's Heart,"Unit can counterattack regardless of foe's range. If foe initiates combat or foe's HP ≥ 75% at start of combat, inflicts Atk/Def-8 on foe during combat, and also, when unit deals damage to foe during combat, restores 7 HP to unit (triggers even if 0 damage is dealt).",A,1,ostiasHeart,0,dCounter,0,,,,,,,Any,Any,CH!Hector,,
Knightly Devotion,"Enables [Canto (Rem. +1)]. If unit initiates combat or is within 2 spaces of an ally, grants Atk/Spd/Def/Res+8 to unit and neutralizes unit's penalties during combat, and restores 7 HP to unit after combat.",A,1,knightlyDevotion,0,,,,,,,,,Any,Any,R!Ingrid,,
Power of Nihility,"If number of allies adjacent to unit ≤ 1, grants Atk/Spd/Def/Res+9 to unit and grants Special cooldown charge +1 to unit per attack during combat (only highest value applied; does not stack), and also, if unit deals damage to foe using a Special during combat, restores X% of unit's max HP to unit (X = unit's max Special cooldown count value × 20, + 10; max 100; triggers even if 0 damage is dealt).",A,1,powerOfNihility,0,,,,,,,,,Any,Any,Eitr,,
