Name,Description,Tier,Letter,Chain,Selectable,Effect1,Level1,Effect2,Level2,Effect3,Level3,Effect4,Level4,Effect5,Level5,RestrictedMovement,RestrictedWeapons
Atk/Spd Solo 2,"If unit is not adjacent to an ally, grants Atk/Spd+4 during combat.",2,A,74,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Solo 3,"If unit is not adjacent to an ally, grants Atk/Spd+6 during combat.",3,A,74,FALSE,,,,,,,,,,,Any,Any
Atk/Def Solo 1,"If unit is not adjacent to an ally, grants Atk/Def+2 during combat.",1,A,75,FALSE,,,,,,,,,,,Any,Any
Atk/Def Solo 2,"If unit is not adjacent to an ally, grants Atk/Def+4 during combat.",2,A,75,FALSE,,,,,,,,,,,Any,Any
Atk/Def Solo 3,"If unit is not adjacent to an ally, grants Atk/Def+6 during combat.",3,A,75,FALSE,,,,,,,,,,,Any,Any
Atk/Res Solo 1,"If unit is not adjacent to an ally, grants Atk/Res+2 during combat.",1,A,76,FALSE,,,,,,,,,,,Any,Any
Atk/Res Solo 2,"If unit is not adjacent to an ally, grants Atk/Res+4 during combat.",2,A,76,FALSE,,,,,,,,,,,Any,Any
Atk/Res Solo 3,"If unit is not adjacent to an ally, grants Atk/Res+6 during combat.",3,A,76,FALSE,,,,,,,,,,,Any,Any
Spd/Def Solo 1,"If unit is not adjacent to an ally, grants Spd/Def+2 during combat.",1,A,77,FALSE,,,,,,,,,,,Any,Any
Spd/Def Solo 2,"If unit is not adjacent to an ally, grants Spd/Def+4 during combat.",2,A,77,FALSE,,,,,,,,,,,Any,Any
Spd/Def Solo 3,"If unit is not adjacent to an ally, grants Spd/Def+6 during combat.",3,A,77,FALSE,,,,,,,,,,,Any,Any
Spd/Res Solo 1,"If unit is not adjacent to an ally, grants Spd/Res+2 during combat.",1,A,78,FALSE,,,,,,,,,,,Any,Any
Spd/Res Solo 2,"If unit is not adjacent to an ally, grants Spd/Res+4 during combat.",2,A,78,FALSE,,,,,,,,,,,Any,Any
Spd/Res Solo 3,"If unit is not adjacent to an ally, grants Spd/Res+6 during combat.",3,A,78,FALSE,,,,,,,,,,,Any,Any
Def/Res Solo 1,"If unit is not adjacent to an ally, grants Def/Res+2 during combat.",1,A,79,FALSE,,,,,,,,,,,Any,Any
Def/Res Solo 2,"If unit is not adjacent to an ally, grants Def/Res+4 during combat.",2,A,79,FALSE,,,,,,,,,,,Any,Any
Def/Res Solo 3,"If unit is not adjacent to an ally, grants Def/Res+6 during combat.",3,A,79,FALSE,,,,,,,,,,,Any,Any
Bonus Doubler 1,Grants bonus to Atk/Spd/Def/Res during combat = 50% of current bonus on each of unit’s stats. Calculates each stat bonus independently.,1,A,80,FALSE,,,,,,,,,,,Any,Any
Bonus Doubler 2,Grants bonus to Atk/Spd/Def/Res during combat = 75% of current bonus on each of unit’s stats. Calculates each stat bonus independently.,2,A,80,FALSE,,,,,,,,,,,Any,Any
Bonus Doubler 3,Grants bonus to Atk/Spd/Def/Res during combat = current bonus on each of unit’s stats. Calculates each stat bonus independently.,3,A,80,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Form 1,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces; max 3).",1,A,81,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Form 2,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = number of allies within 2 spaces + 2; max 5).",2,A,81,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Form 3,"If unit is within 2 spaces of an ally, grants Atk/Spd+X to unit during combat (X = 2 × number of allies within 2 spaces, + 1; max 7).",3,A,81,FALSE,,,,,,,,,,,Any,Any
Atk/Def Form 1,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",1,A,82,FALSE,,,,,,,,,,,Any,Any
Atk/Def Form 2,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",2,A,82,FALSE,,,,,,,,,,,Any,Any
Atk/Def Form 3,"If unit is within 2 spaces of an ally, grants Atk/Def+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",3,A,82,FALSE,,,,,,,,,,,Any,Any
Atk/Res Form 1,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 3.)",1,A,83,FALSE,,,,,,,,,,,Any,Any
Atk/Res Form 2,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 5.)",2,A,83,FALSE,,,,,,,,,,,Any,Any
Atk/Res Form 3,"If unit is within 2 spaces of an ally, grants Atk/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 7.)",3,A,83,FALSE,,,,,,,,,,,Any,Any
Spd/Def Form 1,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",1,A,84,FALSE,,,,,,,,,,,Any,Any
Spd/Def Form 2,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",2,A,84,FALSE,,,,,,,,,,,Any,Any
Spd/Def Form 3,"If unit is within 2 spaces of an ally, grants Spd/Def+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",3,A,84,FALSE,,,,,,,,,,,Any,Any
Spd/Res Form 1,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = number of allies within 2 spaces; max 3.)",1,A,85,FALSE,,,,,,,,,,,Any,Any
Spd/Res Form 2,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = number of allies within 2 spaces + 2; max 5.)",2,A,85,FALSE,,,,,,,,,,,Any,Any
Spd/Res Form 3,"If unit is within 2 spaces of an ally, grants Spd/Res+X to unit during combat. (X = 2 × number of allies within 2 spaces, + 1; max 7.)",3,A,85,FALSE,,,,,,,,,,,Any,Any
Def/Res Form 1,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 3.)",1,A,86,FALSE,,,,,,,,,,,Any,Any
Def/Res Form 2,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 5.)",2,A,86,FALSE,,,,,,,,,,,Any,Any
Def/Res Form 3,"If unit is within 2 spaces of an ally, grants Def/Res+X to unit during combat. (X = 2 x number of allies within 2 spaces + 1; max 7.)",3,A,86,FALSE,,,,,,,,,,,Any,Any
Blade Session 1,"If unit initiates combat, grants bonus to unit's Atk/Spd during combat = 1 + number of allies who have already acted (max value of 3).",1,A,87,FALSE,,,,,,,,,,,Any,Any
Blade Session 2,"If unit initiates combat, grants bonus to unit's Atk/Spd during combat = 2 + number of allies who have already acted × 2 (max value of 6).",2,A,87,FALSE,,,,,,,,,,,Any,Any
Blade Session 3,"If unit initiates combat, grants bonus to unit’s Atk/Spd during combat = 3 + number of allies who have already acted × 3 (min value of 3).",3,A,87,FALSE,,,,,,,,,,,Any,Any
Shield Session 1,"If foe initiates combat, grants bonus to unit's Def/Res during combat = 3 - number of foes who have already acted (min value of 1).",1,A,88,FALSE,,,,,,,,,,,Any,Any
Shield Session 2,"If foe initiates combat, grants bonus to unit's Def/Res during combat = 6 - number of foes who have already acted × 2 (min value of 2).",2,A,88,FALSE,,,,,,,,,,,Any,Any
Shield Session 3,"If foe initiates combat, grants bonus to unit’s Def/Res during combat = 9 - number of foes who have already acted × 3 (min value of 3).",3,A,88,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+3 to unit during combat.",1,A,89,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+4 to unit during combat.",2,A,89,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Spd+5 to unit during combat.",3,A,89,FALSE,,,,,,,,,,,Any,Any
Atk/Def Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+3 to unit during combat.",1,A,80,FALSE,,,,,,,,,,,Any,Any
Atk/Def Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+5 to unit during combat.",2,A,80,FALSE,,,,,,,,,,,Any,Any
Atk/Def Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Def+4 to unit during combat.",3,A,80,FALSE,,,,,,,,,,,Any,Any
Atk/Res Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Res+3 to unit during combat.",1,A,81,FALSE,,,,,,,,,,,Any,Any
Atk/Res Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Res+4 to unit during combat.",2,A,81,FALSE,,,,,,,,,,,Any,Any
Atk/Res Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Atk/Res+5 to unit during combat.",3,A,81,FALSE,,,,,,,,,,,Any,Any
Spd/Def Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Def+3 to unit during combat.",1,A,82,FALSE,,,,,,,,,,,Any,Any
Spd/Def Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Def+4 to unit during combat.",2,A,82,FALSE,,,,,,,,,,,Any,Any
Spd/Def Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Def+5 to unit during combat.",3,A,82,FALSE,,,,,,,,,,,Any,Any
Spd/Res Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Res+3 to unit during combat.",1,A,83,FALSE,,,,,,,,,,,Any,Any
Spd/Res Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Res+4 to unit during combat.",2,A,83,FALSE,,,,,,,,,,,Any,Any
Spd/Res Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Spd/Res+5 to unit during combat.",3,A,83,FALSE,,,,,,,,,,,Any,Any
Def/Res Catch 1,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Def/Res+3 to unit during combat.",1,A,84,FALSE,,,,,,,,,,,Any,Any
Def/Res Catch 2,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Def/Res+4 to unit during combat.",2,A,84,FALSE,,,,,,,,,,,Any,Any
Def/Res Catch 3,"At start of combat, if foe's HP = 100% or if [Penalty] is active on foe, grants Def/Res+5 to unit during combat.",3,A,84,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Spd+3 to unit during combat.",1,A,85,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Spd+4 to unit during combat.",2,A,85,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Spd+5 to unit during combat.",3,A,85,FALSE,,,,,,,,,,,Any,Any
Atk/Def Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Def+3 to unit during combat.",1,A,86,FALSE,,,,,,,,,,,Any,Any
Atk/Def Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Def+4 to unit during combat.",2,A,86,FALSE,,,,,,,,,,,Any,Any
Atk/Def Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Def+5 to unit during combat.",3,A,86,FALSE,,,,,,,,,,,Any,Any
Atk/Res Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Res+3 to unit during combat.",1,A,87,FALSE,,,,,,,,,,,Any,Any
Atk/Res Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Res+4 to unit during combat.",2,A,87,FALSE,,,,,,,,,,,Any,Any
Atk/Res Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Atk/Res+5 to unit during combat.",3,A,87,FALSE,,,,,,,,,,,Any,Any
Spd/Def Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Def+3 to unit during combat.",1,A,88,FALSE,,,,,,,,,,,Any,Any
Spd/Def Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Def+4 to unit during combat.",2,A,88,FALSE,,,,,,,,,,,Any,Any
Spd/Def Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Def+5 to unit during combat.",3,A,88,FALSE,,,,,,,,,,,Any,Any
Spd/Res Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Res+3 to unit during combat.",1,A,89,FALSE,,,,,,,,,,,Any,Any
Spd/Res Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Res+4 to unit during combat.",2,A,89,FALSE,,,,,,,,,,,Any,Any
Spd/Res Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Spd/Res+5 to unit during combat.",3,A,89,FALSE,,,,,,,,,,,Any,Any
Def/Res Ideal 1,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Def/Res+3 to unit during combat.",1,A,90,FALSE,,,,,,,,,,,Any,Any
Def/Res Ideal 2,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Def/Res+4 to unit during combat.",2,A,90,FALSE,,,,,,,,,,,Any,Any
Def/Res Ideal 3,"At start of combat, if unit's HP = 100% or if [Bonus] is active on unit, grants Def/Res+5 to unit during combat.",3,A,90,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Clash 1,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 1. (X = number of spaces moved by whoever initiated combat; max 1.)",1,A,91,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Clash 2,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 3. (X = number of spaces moved by whoever initiated combat; max 2.)",2,A,91,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Clash 3,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Spd during combat = X + 5. (X = number of spaces moved by whoever initiated combat; max 3.)",3,A,91,FALSE,,,,,,,,,,,Any,Any
Atk/Def Clash 1,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 1. (X = number of spaces moved by whoever initiated combat; max 1.)",1,A,92,FALSE,,,,,,,,,,,Any,Any
Atk/Def Clash 2,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 3. (X = number of spaces moved by whoever initiated combat; max 2.)",2,A,92,FALSE,,,,,,,,,,,Any,Any
Atk/Def Clash 3,"If unit or foe initiates combat after moving to a different space, grants bonus to unit's Atk/Def during combat = X + 5. (X = number of spaces moved by whoever initiated combat; max 3.)",3,A,92,FALSE,,,,,,,,,,,Any,Any
Atk/Def Finish 1,"If unit is within 3 spaces of an ally, grants Atk/Def+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",1,A,93,FALSE,,,,,,,,,,,Any,Any
Atk/Def Finish 2,"If unit is within 3 spaces of an ally, grants Atk/Def+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",2,A,93,FALSE,,,,,,,,,,,Any,Any
Atk/Def Finish 3,"If unit is within 3 spaces of an ally, grants Atk/Def+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",3,A,93,FALSE,,,,,,,,,,,Any,Any
Atk/Res Finish 1,"If unit is within 3 spaces of an ally, grants Atk/Res+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",1,A,235,FALSE,,,,,,,,,,,Any,Any
Atk/Res Finish 2,"If unit is within 3 spaces of an ally, grants Atk/Res+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",2,A,235,FALSE,,,,,,,,,,,Any,Any
Atk/Res Finish 3,"If unit is within 3 spaces of an ally, grants Atk/Res+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",3,A,235,FALSE,,,,,,,,,,,Any,Any
Spd/Res Finish 1,"If unit is within 3 spaces of an ally, grants Spd/Res+2 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +1 damage during combat. (Except when dealing damage with area-of-effect Specials.)",1,A,94,FALSE,,,,,,,,,,,Any,Any
Spd/Res Finish 2,"If unit is within 3 spaces of an ally, grants Spd/Res+4 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +3 damage during combat. (Except when dealing damage with area-of-effect Specials.)",2,A,94,FALSE,,,,,,,,,,,Any,Any
Spd/Res Finish 3,"If unit is within 3 spaces of an ally, grants Spd/Res+6 to unit during combat, and also, if unit's Special is ready or unit's Special triggered before or during this combat, deals +5 damage during combat. (Except when dealing damage with area-of-effect Specials.)",3,A,94,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Prime 1,"If [Bonus] is active on unit, grants Atk/Spd+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 3).",1,A,237,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Prime 2,"If [Bonus] is active on unit, grants Atk/Spd+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 5).",2,A,237,FALSE,,,,,,,,,,,Any,Any
Atk/Spd Prime 3,"If [Bonus] is active on unit, grants Atk/Spd+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 7).",3,A,237,FALSE,,,,,,,,,,,Any,Any
Atk/Def Prime 1,"If [Bonus] is active on unit, grants Atk/Def+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 3).",1,A,231,FALSE,,,,,,,,,,,Any,Any
Atk/Def Prime 2,"If [Bonus] is active on unit, grants Atk/Def+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 5).",2,A,231,FALSE,,,,,,,,,,,Any,Any
Atk/Def Prime 3,"If [Bonus] is active on unit, grants Atk/Def+X to unit during combat (X = number of [Bonus] effects active on unit, excluding stat bonuses, × 2, + 1; max 7).",3,A,231,FALSE,,,,,,,,,,,Any,Any
Obstruct 1,"If unit's HP ≥ 90%, foes cannot move through spaces adjacent to unit. (Does not affect foes with Pass skills.)",1,B,95,TRUE,obstructSe,1,,,,,,,,,Any,Any
Obstruct 2,"If unit's HP ≥ 70%, foes cannot move through spaces adjacent to unit. (Does not affect foes with Pass skills.)",2,B,95,TRUE,obstructSe,2,,,,,,,,,Any,Any
Obstruct 3,"If unit's HP ≥ 50%, foes cannot move through spaces adjacent to unit. (Does not affect foes with Pass skills.)",3,B,95,TRUE,obstructSe,3,,,,,,,,,Any,Any
Desperation 1,"If unit’s HP ≤ 25% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",1,B,96,TRUE,desperationSe,1,,,,,,,,,Any,Any
Desperation 2,"If unit’s HP ≤ 50% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",2,B,96,TRUE,desperationSe,2,,,,,,,,,Any,Any
Desperation 3,"If unit’s HP ≤ 75% and unit initiates combat, unit can make a follow-up attack before foe can counterattack.",3,B,96,TRUE,desperationSe,3,,,,,,,,,Any,Any
Brash Assault 1,"If unit initiates combat against a foe that can counter and unit's HP ≤ 30%, unit makes a guaranteed follow-up attack.",1,B,97,TRUE,brashAssaultSe,1,,,,,,,,,Any,Any
Brash Assault 2,"If unit initiates combat against a foe that can counter and unit's HP ≤ 40%, unit makes a guaranteed follow-up attack.",2,B,97,TRUE,brashAssaultSe,2,,,,,,,,,Any,Any
Brash Assault 3,"If unit initiates combat against a foe that can counter and unit's HP ≤ 50%, unit makes a guaranteed follow-up attack.",3,B,97,TRUE,brashAssaultSe,3,,,,,,,,,Any,Any
Quick Riposte 1,"If unit's HP ≥ 90% and foe initiates combat, unit makes a guaranteed follow-up attack.",1,B,98,TRUE,QRSe,1,,,,,,,,,Any,Any
Quick Riposte 2,"If unit's HP ≥ 80% and foe initiates combat, unit makes a guaranteed follow-up attack.",2,B,98,TRUE,QRSe,2,,,,,,,,,Any,Any
Quick Riposte 3,"If unit's HP ≥ 70% and foe initiates combat, unit makes a guaranteed follow-up attack.",3,B,98,TRUE,QRSe,3,,,,,,,,,Any,Any
Bold Fighter 1,"If unit's HP = 100% and unit initiates combat, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)",1,B,99,FALSE,,,,,,,,,,,Any,Any
Bold Fighter 2,"If unit's HP ≥ 50% and unit initiates combat, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)",2,B,99,FALSE,,,,,,,,,,,Any,Any
Bold Fighter 3,"If unit initiates combat, grants Special cooldown charge +1 per unit's attack, and unit makes a guaranteed follow-up attack. (Does not stack.)",3,B,99,FALSE,,,,,,,,,,,Any,Any
Special Fighter 1,"At start of combat, if unit's HP ≥ 90%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",1,B,100,FALSE,,,,,,,,,,,Any,Any
Special Fighter 2,"At start of combat, if unit's HP ≥ 70%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",2,B,100,FALSE,,,,,,,,,,,Any,Any
Special Fighter 3,"At start of combat, if unit's HP ≥ 50%, grants Special cooldown charge +1 to unit and inflicts Special cooldown charge -1 on foe per attack. (Only highest value applied. Does not stack.)",3,B,100,FALSE,,,,,,,,,,,Any,Any
Wily Fighter 1,"If unit's HP ≥ 75% and foe initiates combat, neutralizes bonuses (from skills like Fortify, Rally, etc.) on foe during combat and unit makes a guaranteed follow-up attack.",1,B,101,FALSE,,,,,,,,,,,Any,Any
Wily Fighter 2,"If unit's HP ≥ 50% and foe initiates combat, neutralizes bonuses (from skills like Fortify, Rally, etc.) on foe during combat and unit makes a guaranteed follow-up attack.",2,B,101,FALSE,,,,,,,,,,,Any,Any
Wily Fighter 3,"If unit's HP ≥ 25% and foe initiates combat, neutralizes bonuses (from skills like Fortify, Rally, etc.) on foe during combat and unit makes a guaranteed follow-up attack.",3,B,101,FALSE,,,,,,,,,,,Any,Any
Poison Strike 1,"If unit initiates combat, deals 4 damage to foe after combat.",1,B,102,TRUE,poisonStrike,4,,,,,,,,,Any,Any
Poison Strike 2,"If unit initiates combat, deals 7 damage to foe after combat.",2,B,102,TRUE,poisonStrike,7,,,,,,,,,Any,Any
Poision Strike 3,"If unit initiates combat, deals 10 damage to foe after combat.",3,B,102,TRUE,poisonStrike,10,,,,,,,,,Any,Any
Renewal 1,"At the start of every fourth turn, restores 10 HP.",1,B,103,TRUE,recoverSe,1,,,,,,,,,Any,Any
Renewal 2,"At the start of every third turn, restores 10 HP.",2,B,103,TRUE,recoverSe,2,,,,,,,,,Any,Any
Renewal 3,"At start of odd-numbered turns, restores 10 HP.",3,B,103,TRUE,recoverSe,3,,,,,,,,,Any,Any
Live to Serve 1,"When healing an ally with a staff, restores HP to unit = 50% of HP restored to target.",1,B,104,FALSE,,,,,,,,,,,Any,NotStaff
Live to Serve 2,"When healing an ally with a staff, restores HP to unit = 75% of HP restored to target.",2,B,104,FALSE,,,,,,,,,,,Any,NotStaff
Live to Serve 3,"When healing an ally with a staff, restores HP to unit = HP restored to target.",3,B,104,FALSE,,,,,,,,,,,Any,NotStaff
Wrathful Staff 1,"At start of combat, if unit's HP = 100%, calculates damage from staff like other weapons.",1,B,232,FALSE,,,,,,,,,,,Any,NotStaff
Wrathful Staff 2,"At start of combat, if unit's HP ≥ 50%, calculates damage from staff like other weapons.",2,B,232,FALSE,,,,,,,,,,,Any,NotStaff
Wrathful Staff 3,Calculates damage from staff like other weapons.,3,B,232,FALSE,,,,,,,,,,,Any,NotStaff
Seal Atk 1,Inflicts Atk-3 on foe through its next action after combat.,1,B,105,TRUE,sealAtkSe,3,,,,,,,,,Any,Staff
Seal Atk 2,Inflicts Atk-5 on foe through its next action after combat.,2,B,105,TRUE,sealAtkSe,5,,,,,,,,,Any,Staff
Seal Atk 3,Inflicts Atk-7 on foe through its next action after combat.,3,B,105,TRUE,sealAtkSe,7,,,,,,,,,Any,Staff
Seal Spd 1,Inflicts Spd-3 on foe through its next action after combat.,1,B,106,TRUE,sealSpdSe,3,,,,,,,,,Any,Staff
Seal Spd 2,Inflicts Spd-5 on foe through its next action after combat.,2,B,106,TRUE,sealSpdSe,5,,,,,,,,,Any,Staff
Seal Spd 3,Inflicts Spd-7 on foe through its next action after combat.,3,B,106,TRUE,sealSpdSe,7,,,,,,,,,Any,Staff
Seal Def 1,Inflicts Def-3 on foe through its next action after combat.,1,B,107,TRUE,sealDefSe,3,,,,,,,,,Any,Staff
Seal Def 2,Inflicts Def-5 on foe through its next action after combat.,2,B,107,TRUE,sealSpdSe,5,,,,,,,,,Any,Staff
Seal Def 3,Inflicts Def-7 on foe through its next action after combat.,3,B,107,TRUE,sealSpdSe,7,,,,,,,,,Any,Staff
Seal Res 1,Inflicts Res-3 on foe through its next action after combat.,1,B,108,TRUE,sealResSe,3,,,,,,,,,Any,Staff
Seal Res 2,Inflicts Res-5 on foe through its next action after combat.,2,B,108,TRUE,sealSpdSe,5,,,,,,,,,Any,Staff
Seal Res 3,Inflicts Res-7 on foe through its next action after combat.,3,B,108,TRUE,sealSpdSe,7,,,,,,,,,Any,Staff
Chill Atk 1,"At start of turn, inflicts Atk-3 on foe on the enemy team with the highest Atk through its next action.",1,B,109,FALSE,,,,,,,,,,,Any,Any
Chill Atk 2,"At start of turn, inflicts Atk-5 on foe on the enemy team with the highest Atk through its next action.",2,B,109,FALSE,,,,,,,,,,,Any,Any
Chill Atk 3,"At start of turn, inflicts Atk-7 on foe on the enemy team with the highest Atk through its next action.",3,B,109,FALSE,,,,,,,,,,,Any,Any
Chill Spd 1,"At start of turn, inflicts Spd-3 on foe on the enemy team with the highest Spd through its next action.",1,B,110,FALSE,,,,,,,,,,,Any,Any
Chill Spd 2,"At start of turn, inflicts Spd-5 on foe on the enemy team with the highest Spd through its next action.",2,B,110,FALSE,,,,,,,,,,,Any,Any
Chill Spd 3,"At start of turn, inflicts Spd-7 on foe on the enemy team with the highest Spd through its next action.",3,B,110,FALSE,,,,,,,,,,,Any,Any
Chill Def 1,"At start of turn, inflicts Def-3 on foe on the enemy team with the highest Def through its next action.",1,B,111,FALSE,,,,,,,,,,,Any,Any
Chill Def 2,"At start of turn, inflicts Def-5 on foe on the enemy team with the highest Def through its next action.",2,B,111,FALSE,,,,,,,,,,,Any,Any
Chill Def 3,"At start of turn, inflicts Def-7 on foe on the enemy team with the highest Def through its next action.",3,B,111,FALSE,,,,,,,,,,,Any,Any
Chill Res 1,"At start of turn, inflicts Res-3 on foe on the enemy team with the highest Res through its next action.",1,B,112,FALSE,,,,,,,,,,,Any,Any
